brewery_type,city,state,country,is_micro
micro,Algoma,Wisconsin,United States,1
closed,Manchester,New Hampshire,United States,0
brewpub,Aiken,South Carolina,United States,0
micro,Amherst,Maine,United States,1
closed,Kent,Washington,United States,0
closed,Kent,Washington,United States,0
brewpub,Athens,Georgia,United States,0
micro,Louisville,Kentucky,United States,1
micro,Five Dock,NSW,Australia,1
micro,Akron,Ohio,United States,1
planning,Akwesasne,New York,United States,0
micro,Baraboo,Wisconsin,United States,1
micro,Portland,Oregon,United States,1
micro,Portland,Oregon,United States,1
micro,Alameda,California,United States,1
micro,San Antonio,Texas,United States,1
micro,Chicago,Illinois,United States,1
brewpub,Sacramento,California,United States,0
regional,Juneau,Alaska,United States,0
brewpub,Albia,Iowa,United States,0
brewpub,Albion,Michigan,United States,0
planning,Townsend,Tennessee,United States,0
micro,Palm Coast,Florida,United States,1
planning,Rio Grande City,Texas,United States,0
regional,Waterbury,Vermont,United States,0
micro,Hanover,Pennsylvania,United States,1
regional,Madison,Wisconsin,United States,0
brewpub,Potchefstroom,North West,South Africa,0
micro,San Jose,California,United States,1
micro,Oakland,California,United States,1
micro,Fyshwick,ACT,Australia,1
micro,Cedar Crest,New Mexico,United States,1
closed,Stanwood,Washington,United States,0
micro,Camano Island,Washington,United States,1
micro,Hawthorn,VIC,Australia,1
micro,Chicago,Illinois,United States,1
planning,Huber Heights,Ohio,United States,0
brewpub,Winchester,Virginia,United States,0
regional,San Diego,California,United States,0
micro,Eugene,Oregon,United States,1
micro,Eugene,Oregon,United States,1
micro,Williamsburg,Virginia,United States,1
brewpub,Long Island City,New York,United States,0
micro,Alexandria,Kentucky,United States,1
micro,Faro,Faro,Portugal,1
micro,Incline Village,Nevada,United States,1
micro,Ross,NT,Australia,1
brewpub,Albuquerque,New Mexico,United States,0
micro,San Diego,California,United States,1
micro,Banyo,QLD,Australia,1
brewpub,Chicago,Illinois,United States,0
micro,Greensburg,Pennsylvania,United States,1
micro,Anaheim,California,United States,1
regional,Portland,Maine,United States,0
micro,Pittsburgh,Pennsylvania,United States,1
micro,McMinnville,Oregon,United States,1
brewpub,Allentown,Pennsylvania,United States,0
micro,Knoxville,Tennessee,United States,1
micro,Gainesville,Florida,United States,1
micro,Coon Rapids,Minnesota,United States,1
regional,Lexington,Kentucky,United States,0
micro,Ames,Iowa,United States,1
brewpub,Alma,Michigan,United States,0
micro,Kansas City,Missouri,United States,1
micro,Alameda,California,United States,1
micro,East Granby,Connecticut,United States,1
brewpub,Honolulu,Hawaii,United States,0
bar,Singapore,Singapore,Singapore,0
micro,Covina,California,United States,1
contract,Lafayette,California,United States,0
micro,Belmont,California,United States,1
micro,Saint Louis,Missouri,United States,1
contract,New York,New York,United States,0
brewpub,San Diego,California,United States,0
closed,Oroville,Washington,United States,0
micro,Denver,Colorado,United States,1
brewpub,Madison,Wisconsin,United States,0
micro,San Diego,California,United States,1
micro,Livermore,California,United States,1
micro,Saint Charles,Illinois,United States,1
micro,Downers Grove,Illinois,United States,1
micro,Denver,Colorado,United States,1
brewpub,Laramie,Wyoming,United States,0
micro,San Marcos,Texas,United States,1
brewpub,Sturbridge,Massachusetts,United States,0
micro,Fredericksburg,Texas,United States,1
micro,Salinas,California,United States,1
brewpub,Monterey,California,United States,0
micro,New Britain,Connecticut,United States,1
micro,Plymouth,California,United States,1
proprietor,Denver,Colorado,United States,0
brewpub,Martinsburg,West Virginia,United States,0
micro,Hillsboro,Oregon,United States,1
brewpub,Warsaw,New York,United States,0
planning,Long Beach,California,United States,0
brewpub,Fernandina Beach,Florida,United States,0
contract,Detroit,Michigan,United States,0
micro,Kalamazoo,Michigan,United States,1
closed,Edmonds,Washington,United States,0
brewpub,Livonia,Michigan,United States,0
contract,Wilkes Barre,Pennsylvania,United States,0
brewpub,Vero Beach,Florida,United States,0
micro,Tulsa,Oklahoma,United States,1
planning,Fort Lauderdale,Florida,United States,0
brewpub,Kansas City,Missouri,United States,0
micro,Amery,Wisconsin,United States,1
brewpub,Amherst,Massachusetts,United States,0
micro,Petersburg,Virginia,United States,1
micro,Milwaukee,Wisconsin,United States,1
micro,Maynard,Massachusetts,United States,1
brewpub,San Diego,California,United States,0
brewpub,San Diego,California,United States,0
brewpub,Ventura,California,United States,0
brewpub,Anacortes,Washington,United States,0
micro,Anaheim,California,United States,1
planning,Dighton,Massachusetts,United States,0
brewpub,Tualatin,Oregon,United States,0
large,San Francisco,California,United States,0
micro,Anchorage,Alaska,United States,1
micro,Saint Augustine,Florida,United States,1
micro,Blauvelt,New York,United States,1
brewpub,Syców,dolnośląskie,Poland,0
regional,Boonville,California,United States,0
micro,Lincolnville,Maine,United States,1
micro,Andrews,North Carolina,United States,1
micro,Los Angeles,California,United States,1
planning,Lufkin,Texas,United States,0
micro,Tampa,Florida,United States,1
micro,Lafayette,New Jersey,United States,1
micro,Lexington,South Carolina,United States,1
micro,Billings,Montana,United States,1
micro,Montebello,California,United States,1
micro,Lakeville,Minnesota,United States,1
micro,Silverthorne,Colorado,United States,1
brewpub,Hayward,Wisconsin,United States,0
contract,Oklahoma City,Oklahoma,United States,0
brewpub,Elkin,North Carolina,United States,0
large,Saint Louis,Missouri,United States,0
large,Fort Collins,Colorado,United States,0
large,Van Nuys,California,United States,0
large,Baldwinsville,New York,United States,0
large,Cartersville,Georgia,United States,0
large,Columbus,Ohio,United States,0
large,Fairfield,California,United States,0
large,Houston,Texas,United States,0
large,Jacksonville,Florida,United States,0
large,Merrimack,New Hampshire,United States,0
large,Newark,New Jersey,United States,0
large,Williamsburg,Virginia,United States,0
brewpub,Durango,Colorado,United States,0
planning,Naples,Florida,United States,0
closed,Pullman,Washington,United States,0
micro,Oklahoma City,Oklahoma,United States,1
micro,Hagerstown,Maryland,United States,1
micro,Columbus,Ohio,United States,1
brewpub,Dullstroom,Mpumalanga,South Africa,0
brewpub,Pittsburg,Texas,United States,0
brewpub,Osaka,Osaka,Japan,0
micro,North Platte,Nebraska,United States,1
micro,Independence,Missouri,United States,1
micro,Monroe,New York,United States,1
micro,Forest,Virginia,United States,1
micro,Louisville,Kentucky,United States,1
brewpub,Collegeville,Pennsylvania,United States,0
brewpub,Gettysburg,Pennsylvania,United States,0
brewpub,Harrisburg,Pennsylvania,United States,0
brewpub,Lititz,Pennsylvania,United States,0
brewpub,Mechanicsburg,Pennsylvania,United States,0
micro,Boone,North Carolina,United States,1
micro,Portsmouth,New Hampshire,United States,1
brewpub,Fayetteville,Arkansas,United States,0
brewpub,Appleton,Wisconsin,United States,0
brewpub,Warwick,Rhode Island,United States,0
brewpub,San Marcos,Texas,United States,0
planning,Falmouth,Massachusetts,United States,0
micro,Akron,Ohio,United States,1
planning,Aransas Pass,Texas,United States,0
planning,Minneapolis,Minnesota,United States,0
brewpub,Ann Arbor,Michigan,United States,0
micro,Ypsilanti,Michigan,United States,1
micro,Kalamazoo,Michigan,United States,1
brewpub,Higginsville,Missouri,United States,0
micro,Carlsbad,California,United States,1
micro,Gold Beach,Oregon,United States,1
brewpub,Tustin,California,United States,0
micro,Hapeville,Georgia,United States,1
micro,Asheville,North Carolina,United States,1
micro,Watervliet,Michigan,United States,1
micro,Belchertown,Massachusetts,United States,1
micro,Richmond,Virginia,United States,1
planning,Collinsville,Illinois,United States,0
brewpub,Newark,Delaware,United States,0
micro,Chicago,Illinois,United States,1
micro,Greenwich,New York,United States,1
micro,Elgin,Arizona,United States,1
brewpub,Gilbert,Arizona,United States,0
micro,Largo,Florida,United States,1
micro,Palmer,Alaska,United States,1
brewpub,Arlington,Gauteng,South Africa,0
micro,Portland,Oregon,United States,1
contract,East Haven,Connecticut,United States,0
micro,Denton,Texas,United States,1
micro,Richmond,California,United States,1
brewpub,Armour,South Dakota,United States,0
micro,South San Francisco,California,United States,1
contract,Oak Park,Illinois,United States,0
micro,Covina,California,United States,1
brewpub,New Lenox,Illinois,United States,0
micro,Accord,New York,United States,1
micro,Geneva,Illinois,United States,1
micro,San Clemente,California,United States,1
planning,Ocean City,New Jersey,United States,0
brewpub,Toms River,New Jersey,United States,0
micro,Saratoga Springs,New York,United States,1
brewpub,Los Angeles,California,United States,0
brewpub,Arundel,West Sussex,England,0
brewpub,North East,Pennsylvania,United States,0
micro,Grandville,Michigan,United States,1
micro,Asbury Park,New Jersey,United States,1
brewpub,Novi,Michigan,United States,0
micro,Columbia,Tennessee,United States,1
micro,Ashby,Minnesota,United States,1
micro,Boulder,Colorado,United States,1
brewpub,Asheville,North Carolina,United States,0
micro,Longview,Washington,United States,1
closed,Richmond,New Hampshire,United States,0
large,Singapore,Singapore,Singapore,0
micro,Bellingham,Washington,United States,1
micro,Seattle,Washington,United States,1
micro,Herndon,Virginia,United States,1
micro,Aspen,Colorado,United States,1
closed,Bridgeport,Connecticut,United States,0
micro,Cornelius,North Carolina,United States,1
planning,Portland,Oregon,United States,0
micro,Aston,Pennsylvania,United States,1
micro,Astoria,Oregon,United States,1
micro,Houston,Texas,United States,1
planning,Silver Spring,Maryland,United States,0
planning,Henderson,Nevada,United States,0
micro,Anaheim,California,United States,1
planning,Sacramento,California,United States,0
micro,Everett,Washington,United States,1
micro,Atco,New Jersey,United States,1
brewpub,Athens,Texas,United States,0
planning,Stratford,Connecticut,United States,0
micro,Atlantic Beach,Florida,United States,1
micro,Bar Harbor,Maine,United States,1
brewpub,Bar Harbor,Maine,United States,0
micro,Washington,District of Columbia,United States,1
micro,Erie,Colorado,United States,1
brewpub,Richland,Washington,United States,0
micro,Durham,North Carolina,United States,1
micro,Colorado Springs,Colorado,United States,1
micro,Frederick,Maryland,United States,1
planning,Philadelphia,Pennsylvania,United States,0
regional,Detroit,Michigan,United States,0
brewpub,Grand Rapids,Michigan,United States,0
brewpub,Grosse Pointe Park,Michigan,United States,0
closed,Blaine,Washington,United States,0
micro,Minot,North Dakota,United States,1
brewpub,Auburn,California,United States,0
planning,Auburn,Indiana,United States,0
micro,Falls Church,Virginia,United States,1
closed,Snohomish,Washington,United States,0
regional,New Ulm,Minnesota,United States,0
brewpub,Washington,Missouri,United States,0
brewpub,Wichita,Kansas,United States,0
micro,Pittsburgh,Pennsylvania,United States,1
micro,King Ferry,New York,United States,1
micro,Keeseville,New York,United States,1
regional,Austin,Texas,United States,0
brewpub,Alpena,Michigan,United States,0
micro,Portland,Maine,United States,1
micro,Yenda,NSW,Australia,1
brewpub,San Diego,California,United States,0
brewpub,Silverton,Colorado,United States,0
micro,Estes Park,Colorado,United States,1
regional,Boulder,Colorado,United States,0
regional,Fuquay Varina,North Carolina,United States,0
micro,Hartbeespoort,North West,South Africa,1
micro,Birmingham,Alabama,United States,1
planning,Glassboro,New Jersey,United States,0
micro,Ferndale,Michigan,United States,1
micro,Vista,California,United States,1
micro,Corpus Christi,Texas,United States,1
micro,Round Hill,Virginia,United States,1
micro,Conroe,Texas,United States,1
micro,Bryan,Texas,United States,1
micro,Hunt Valley,Maryland,United States,1
brewpub,Grand Rapids,Michigan,United States,0
contract,New York,New York,United States,0
micro,Brookshire,Texas,United States,1
brewpub,Rancho Mirage,California,United States,0
micro,Dryden,New York,United States,1
micro,Capalaba,QLD,Australia,1
micro,Goshen,Indiana,United States,1
micro,Virginia Beach,Virginia,United States,1
micro,Spring Park,Minnesota,United States,1
planning,Annapolis,Maryland,United States,0
micro,Bloomfield,Connecticut,United States,1
micro,Gadsden,Alabama,United States,1
brewpub,Rochester,New Hampshire,United States,0
micro,Portland,Oregon,United States,1
micro,Porter,Texas,United States,1
micro,La Porte,Indiana,United States,1
micro,Anaheim,California,United States,1
micro,San Antonio,Texas,United States,1
micro,Weston,Vermont,United States,1
micro,Plover,Wisconsin,United States,1
contract,Boston,Massachusetts,United States,0
planning,Whitehouse Station,New Jersey,United States,0
micro,Coralville,Iowa,United States,1
micro,Carlisle,Iowa,United States,1
brewpub,Middletown,Virginia,United States,0
brewpub,Ocean City,Maryland,United States,0
brewpub,Roseburg,Oregon,United States,0
brewpub,Columbia Falls,Montana,United States,0
micro,Yankton,South Dakota,United States,1
micro,Crawfordsville,Indiana,United States,1
planning,Sulphur Springs,Texas,United States,0
micro,Lincoln,Nebraska,United States,1
micro,Forked River,New Jersey,United States,1
micro,Carson,Washington,United States,1
micro,Carson,Washington,United States,1
micro,Wildwood,Florida,United States,1
brewpub,Manchester,New Hampshire,United States,0
micro,Henderson,Nevada,United States,1
micro,Mason,Michigan,United States,1
closed,Bremerton,Washington,United States,0
micro,Fairmount,Indiana,United States,1
micro,Saint Joseph,Minnesota,United States,1
planning,Spring Hill,Tennessee,United States,0
closed,Seattle,Washington,United States,0
micro,Rock Springs,Wyoming,United States,1
closed,Somersworth,New Hampshire,United States,0
brewpub,Edgartown,Massachusetts,United States,0
brewpub,Charleston,West Virginia,United States,0
micro,Cheltenham,VIC,Australia,1
micro,Cheltenham,VIC,Australia,1
micro,Cincinnati,Ohio,United States,1
brewpub,Cleveland,Ohio,United States,0
contract,Scottsdale,Arizona,United States,0
micro,Saint Paul,Minnesota,United States,1
micro,Spokane Valley,Washington,United States,1
taproom,Green River,Wyoming,United States,0
micro,Shakopee,Minnesota,United States,1
closed,Wenatchee,Washington,United States,0
micro,Green Bay,Wisconsin,United States,1
micro,Orange,NSW,Australia,1
micro,Derby,Connecticut,United States,1
micro,Manassas,Virginia,United States,1
micro,Manassas,Virginia,United States,1
micro,Denver,Colorado,United States,1
micro,Portland,Oregon,United States,1
micro,Saint Clair Shores,Michigan,United States,1
brewpub,Carrabassett Valley,Maine,United States,0
brewpub,Oceanside,California,United States,0
micro,Houston,Texas,United States,1
micro,Henley Brook,WA,Australia,1
micro,Bainbridge Island,Washington,United States,1
brewpub,Bainbridge Island,Washington,United States,0
planning,Sandusky,Ohio,United States,0
micro,Baker City,Oregon,United States,1
micro,Pearland,Texas,United States,1
micro,Eagan,Minnesota,United States,1
micro,Madison,Virginia,United States,1
taproom,Seattle,Washington,United States,0
regional,Yakima,Washington,United States,0
micro,Ketchikan,Alaska,United States,1
micro,Balgowan,KwaZulu-Natal,South Africa,1
micro,Danville,Virginia,United States,1
large,San Diego,California,United States,0
large,Daleville,Virginia,United States,0
planning,Chicago,Illinois,United States,0
planning,Anaheim,California,United States,0
large,Long Beach,California,United States,0
large,San Diego,California,United States,0
large,San Diego,California,United States,0
large,San Diego,California,United States,0
micro,Salisbury,QLD,Australia,1
micro,Salisbury,QLD,Australia,1
micro,Ballito,KwaZulu-Natal,South Africa,1
micro,Stradbally,Laois,Ireland,1
micro,Sylva,North Carolina,United States,1
brewpub,Knoxville,Tennessee,United States,0
micro,Currumbin Waters,QLD,Australia,1
large,Currumbin Waters,QLD,Australia,0
contract,Dundalk,Maryland,United States,0
brewpub,Holland,Michigan,United States,0
brewpub,Chicago,Illinois,United States,0
micro,Tuscaloosa,Alabama,United States,1
micro,Biddeford,Maine,United States,1
brewpub,Denver,Colorado,United States,0
micro,Bandera,Texas,United States,1
micro,Hamilton,Montana,United States,1
brewpub,Bandon,Oregon,United States,0
micro,Interlaken,New York,United States,1
micro,Saint Paul,Minnesota,United States,1
micro,San Luis Obispo,California,United States,1
micro,Las Vegas,Nevada,United States,1
micro,Pompano Beach,Florida,United States,1
brewpub,Bangor,Maine,United States,0
brewpub,Bangor,Pennsylvania,United States,0
closed,Fayetteville,West Virginia,United States,0
micro,Hendricks,Minnesota,United States,1
brewpub,Rowlett,Texas,United States,0
micro,Summersville,West Virginia,United States,1
brewpub,Belgrade,Montana,United States,0
brewpub,San Saba,Texas,United States,0
brewpub,Philadelphia,Pennsylvania,United States,0
bar,Singapore,Singapore,Singapore,0
closed,Sitka,Alaska,United States,0
micro,Boise,Idaho,United States,1
micro,Garden City,Idaho,United States,1
proprietor,Lees Summit,Missouri,United States,0
micro,Spokane Valley,Washington,United States,1
micro,Washington,District of Columbia,United States,1
micro,Mount Orab,Ohio,United States,1
micro,Waco,Texas,United States,1
brewpub,Oshkosh,Wisconsin,United States,0
micro,Granger,Indiana,United States,1
micro,San Francisco,California,United States,1
micro,Amesbury,Massachusetts,United States,1
brewpub,Port Angeles,Washington,United States,0
brewpub,Sequim,Washington,United States,0
brewpub,Greensboro,North Carolina,United States,0
proprietor,Lowville,New York,United States,0
micro,Georgetown,Texas,United States,1
micro,Mint Hill,North Carolina,United States,1
brewpub,Frederick,Maryland,United States,0
planning,Omaha,Nebraska,United States,0
brewpub,Lake Havasu City,Arizona,United States,0
micro,Baker City,Oregon,United States,1
brewpub,Tannersville,Pennsylvania,United States,0
closed,Costa Mesa,California,United States,0
micro,Mystic,Connecticut,United States,1
brewpub,Noblesville,Indiana,United States,0
closed,New Richmond,Wisconsin,United States,0
brewpub,New Brighton,Minnesota,United States,0
planning,Stafford,Virginia,United States,0
nano,Snohomish,Washington,United States,0
brewpub,Gresham,Oregon,United States,0
brewpub,Columbus,Ohio,United States,0
brewpub,Henderson,Nevada,United States,0
closed,Vancouver,Washington,United States,0
closed,Garden Valley,California,United States,0
brewpub,Lawton,Michigan,United States,0
micro,San Diego,California,United States,1
micro,Dundee,Oregon,United States,1
brewpub,West Des Moines,Iowa,United States,0
micro,Juneau,Alaska,United States,1
micro,Parker,Colorado,United States,1
brewpub,Leesburg,Virginia,United States,0
micro,Hicksville,New York,United States,1
micro,Hyannis,Massachusetts,United States,1
micro,Skull Valley,Arizona,United States,1
micro,Santo António das Areias,Portalegre,Portugal,1
micro,Tanunda,SA,Australia,1
micro,Farmingdale,New York,United States,1
brewpub,Neenah,Wisconsin,United States,0
micro,Marquette,Michigan,United States,1
planning,Austin,Texas,United States,0
micro,Windsor,California,United States,1
proprietor,Durham,North Carolina,United States,0
micro,Evergreen,Colorado,United States,1
micro,Vista,California,United States,1
brewpub,San Francisco,California,United States,0
micro,Weymouth,Massachusetts,United States,1
micro,Battle Ground,Washington,United States,1
micro,Delaplane,Virginia,United States,1
micro,Boca Raton,Florida,United States,1
micro,Saint Paul,Minnesota,United States,1
micro,Saco,Maine,United States,1
micro,Dublin,Dublin,Ireland,1
micro,Paso Robles,California,United States,1
brewpub,Golden,Colorado,United States,0
planning,Gainesville,Florida,United States,0
micro,Oceanside,New York,United States,1
brewpub,Great Barrington,Massachusetts,United States,0
brewpub,Plettenberg Bay,Western Cape,South Africa,0
micro,Tucson,Arizona,United States,1
micro,Salado,Texas,United States,1
brewpub,Lebanon,Oregon,United States,0
brewpub,San Francisco,California,United States,0
micro,Lorain,Ohio,United States,1
micro,Portland,Oregon,United States,1
brewpub,Lincoln,New Hampshire,United States,0
micro,Kerrville,Texas,United States,1
micro,Bankstown,NSW,Australia,1
micro,Waynesboro,Virginia,United States,1
micro,Richmond,Virginia,United States,1
brewpub,Jasper,Indiana,United States,0
micro,Pennington,KwaZulu-Natal,South Africa,1
micro,High Ridge,Missouri,United States,1
planning,Tampa,Florida,United States,0
brewpub,Anacortes,Washington,United States,0
brewpub,Royal Oak,Michigan,United States,0
brewpub,Detroit,Michigan,United States,0
micro,Marrickville,NSW,Australia,1
micro,Marrickville,NSW,Australia,1
micro,Marrickville,NSW,Australia,1
planning,Austin,Texas,United States,0
brewpub,Bath,Maine,United States,0
micro,Los Alamos,New Mexico,United States,1
closed,Belmont,California,United States,0
micro,Tacoma,Washington,United States,1
micro,Santee,California,United States,1
planning,Everett,Washington,United States,0
micro,Monrovia,California,United States,1
micro,Riverside,California,United States,1
micro,Grayling,Michigan,United States,1
brewpub,Grayling,Michigan,United States,0
brewpub,South Padre Island,Texas,United States,0
brewpub,Paducah,Kentucky,United States,0
planning,Smithfield,Virginia,United States,0
brewpub,Pagosa Springs,Colorado,United States,0
micro,Clearwater,Florida,United States,1
micro,Austintown,Ohio,United States,1
micro,Harrisonburg,Virginia,United States,1
brewpub,Palisade,Colorado,United States,0
micro,Ottumwa,Iowa,United States,1
micro,Fort Myers,Florida,United States,1
brewpub,Palm Harbor,Florida,United States,0
micro,Albuquerque,New Mexico,United States,1
regional,Charleston,South Carolina,United States,0
proprietor,San Francisco,California,United States,0
contract,Mountain View,California,United States,0
brewpub,North Platte,Nebraska,United States,0
brewpub,Sioux Falls,South Dakota,United States,0
planning,Christiana,Tennessee,United States,0
micro,Fort Worth,Texas,United States,1
planning,Hector,New York,United States,0
planning,Saint Cloud,Minnesota,United States,0
micro,Paonia,Colorado,United States,1
planning,Carlsbad,California,United States,0
planning,Vicksburg,Michigan,United States,0
micro,Halls Gap,VIC,Australia,1
brewpub,Richland,Washington,United States,0
planning,Woodland Hills,California,United States,0
micro,Abilene,Texas,United States,1
micro,Parachilna,SA,Australia,1
micro,Massillon,Ohio,United States,1
micro,Pullman,Washington,United States,1
micro,Divide,Colorado,United States,1
micro,Schroon Lake,New York,United States,1
planning,Schroon Lake,New York,United States,0
micro,Huntsville,Ohio,United States,1
micro,Belle Center,Ohio,United States,1
proprietor,Coeur D Alene,Idaho,United States,0
micro,Los Banos,California,United States,1
planning,Andover,Massachusetts,United States,0
brewpub,Waunakee,Wisconsin,United States,0
brewpub,Sebastian,Florida,United States,0
micro,San Diego,California,United States,1
micro,Broussard,Louisiana,United States,1
closed,Park City,Utah,United States,0
brewpub,Atlanta,Georgia,United States,0
brewpub,Castle Rock,Washington,United States,0
brewpub,Clarkston,Michigan,United States,0
brewpub,Parkersburg,West Virginia,United States,0
brewpub,Burlington,Iowa,United States,0
micro,Salem,Virginia,United States,1
micro,New Orleans,Louisiana,United States,1
brewpub,Sterling,Colorado,United States,0
brewpub,Oroville,Washington,United States,0
brewpub,Cody,Wyoming,United States,0
micro,Paarl,Western Cape,South Africa,1
micro,Sintra,Lisboa,Portugal,1
micro,Sudlersville,Maryland,United States,1
bar,Singapore,Singapore,Singapore,0
micro,Toledo,Ohio,United States,1
brewpub,Paw Paw,Michigan,United States,0
micro,PAW PAW,Michigan,United States,1
micro,Paw Paw,Michigan,United States,1
brewpub,North Charleston,South Carolina,United States,0
micro,Lapel,Indiana,United States,1
micro,Boise,Idaho,United States,1
brewpub,Etna,California,United States,0
brewpub,Pueblo,Colorado,United States,0
micro,Baltimore,Maryland,United States,1
micro,Knoxville,Iowa,United States,1
micro,Des Moines,Iowa,United States,1
micro,Canandaigua,New York,United States,1
proprietor,Portland,Maine,United States,0
brewpub,Aurora,Colorado,United States,0
micro,Aurora,Colorado,United States,1
closed,Greenwood Village,Colorado,United States,0
micro,Brevard,North Carolina,United States,1
micro,Colorado Springs,Colorado,United States,1
micro,La Crosse,Wisconsin,United States,1
brewpub,Buffalo,New York,United States,0
brewpub,Johnson City,Texas,United States,0
brewpub,Evanston,Illinois,United States,0
brewpub,Tempe,Arizona,United States,0
micro,Seattle,Washington,United States,1
planning,Lakewood,Ohio,United States,0
micro,Pacifica,California,United States,1
brewpub,Peekskill,New York,United States,0
brewpub,O Fallon,Illinois,United States,0
micro,Dallas,Texas,United States,1
regional,Pacific City,Oregon,United States,0
brewpub,Cannon Beach,Oregon,United States,0
micro,Tillamook,Oregon,United States,1
micro,Sperryville,Virginia,United States,1
micro,Harrison,Maine,United States,1
micro,Pittsburgh,Pennsylvania,United States,1
planning,Livermore,California,United States,0
micro,Winterport,Maine,United States,1
micro,Geneva,Illinois,United States,1
micro,Pensacola,Florida,United States,1
closed,Imperial,California,United States,0
micro,Lafayette,Indiana,United States,1
brewpub,Peoria,Arizona,United States,0
brewpub,Peoria,Arizona,United States,0
micro,Norwood,Massachusetts,United States,1
micro,Saint Louis,Missouri,United States,1
micro,Eagleby,QLD,Australia,1
planning,Atlanta,Georgia,United States,0
micro,Pensacola,Florida,United States,1
micro,Albany,New York,United States,1
brewpub,Seattle,Washington,United States,0
brewpub,Leadville,Colorado,United States,0
micro,Northglenn,Colorado,United States,1
taproom,Green Lane,Pennsylvania,United States,0
planning,Columbus,Ohio,United States,0
regional,Comstock Park,Michigan,United States,0
micro,Spokane,Washington,United States,1
micro,Paris,Tennessee,United States,1
micro,Deland,Florida,United States,1
brewpub,Saint Petersburg,Florida,United States,0
brewpub,Monterey,California,United States,0
micro,Dallas,Texas,United States,1
micro,Petoskey,Michigan,United States,1
micro,O Fallon,Missouri,United States,1
micro,New Brighton,Pennsylvania,United States,1
micro,Manitowoc,Wisconsin,United States,1
regional,Hood River,Oregon,United States,0
brewpub,Anaheim,California,United States,0
brewpub,Colorado Springs,Colorado,United States,0
brewpub,Gardena,California,United States,0
brewpub,Rock Spring,Georgia,United States,0
brewpub,Lansdowne,Virginia,United States,0
micro,West Perth,WA,Australia,1
brewpub,Dickinson,North Dakota,United States,0
micro,Philadelphia,Pennsylvania,United States,1
micro,Philipsburg,Montana,United States,1
micro,Philipsburg,Montana,United States,1
micro,Cowes,VIC,Australia,1
micro,Marrickville,NSW,Australia,1
micro,Marrickville,NSW,Australia,1
brewpub,Las Cruces,New Mexico,United States,0
micro,Marrickville,NSW,Australia,1
contract,Oxford,Connecticut,United States,0
brewpub,Chicago,Illinois,United States,0
brewpub,Macon,Georgia,United States,0
brewpub,Marietta,Pennsylvania,United States,0
planning,Bradford,Pennsylvania,United States,0
brewpub,Machesney Park,Illinois,United States,0
micro,Greensboro,North Carolina,United States,1
micro,Reno,Nevada,United States,1
planning,Muskegon,Michigan,United States,0
micro,Muskegon,Michigan,United States,1
brewpub,Marion,Wisconsin,United States,0
proprietor,Woodbury,Minnesota,United States,0
bar,Singapore,Singapore,Singapore,0
brewpub,Gahanna,Ohio,United States,0
brewpub,Hudsonville,Michigan,United States,0
micro,Seattle,Washington,United States,1
micro,Polish Hill River,SA,Australia,1
micro,Monument,Colorado,United States,1
micro,Ann Arbor,Michigan,United States,1
planning,Charlotte,North Carolina,United States,0
closed,Aurora,Colorado,United States,0
micro,Brighton,East Sussex,England,1
micro,Fresno,California,United States,1
micro,Pine Island,New York,United States,1
micro,San Francisco,California,United States,1
planning,Pinehurst,North Carolina,United States,0
planning,Pinehurst,North Carolina,United States,0
micro,Little Egg Harbor Twp,New Jersey,United States,1
micro,Saint Petersburg,Florida,United States,1
brewpub,Lakeside,Arizona,United States,0
micro,Bucyrus,Missouri,United States,1
brewpub,Waynesville,Missouri,United States,0
brewpub,Orange Park,Florida,United States,0
brewpub,Kerrville,Texas,United States,0
micro,La Vista,Nebraska,United States,1
brewpub,Austin,Texas,United States,0
planning,Round Rock,Texas,United States,0
brewpub,Austin,Texas,United States,0
brewpub,Laughlin,Nevada,United States,0
micro,Portland,Oregon,United States,1
brewpub,Denver,Colorado,United States,0
micro,Medway,Ohio,United States,1
micro,Bowan Park,NSW,Australia,1
closed,Londonderry,New Hampshire,United States,0
micro,Chicago,Illinois,United States,1
micro,Chicago,Illinois,United States,1
large,Port Adelaide,SA,Australia,0
micro,Black Mountain,North Carolina,United States,1
micro,Pismo Beach,California,United States,1
brewpub,Fort Collins,Colorado,United States,0
micro,Hudson,Wisconsin,United States,1
micro,Greenville,North Carolina,United States,1
contract,Pittsburgh,Pennsylvania,United States,0
micro,Calmar,Iowa,United States,1
micro,Lexington,Kentucky,United States,1
brewpub,Wrocław,dolnośląskie,Poland,0
micro,Fargo,North Dakota,United States,1
contract,Saint Charles,Illinois,United States,0
micro,Enola,Pennsylvania,United States,1
brewpub,Greenville,Delaware,United States,0
regional,Carlsbad,California,United States,0
regional,Carlsbad,California,United States,0
brewpub,San Diego,California,United States,0
brewpub,San Clemente,California,United States,0
brewpub,Solana Beach,California,United States,0
brewpub,Placerville,California,United States,0
brewpub,Escondido,California,United States,0
micro,Poughkeepsie,New York,United States,1
micro,Greenwood,Indiana,United States,1
micro,Springfield,Oregon,United States,1
regional,Cleveland,Ohio,United States,0
micro,Cleveland,Ohio,United States,1
micro,Columbus,Ohio,United States,1
micro,Cincinnati,Ohio,United States,1
micro,Denver,Colorado,United States,1
micro,Geddes,South Dakota,United States,1
brewpub,Plattsburgh,New York,United States,0
bar,Singapore,Singapore,Singapore,0
